,hidden_0_n0,hidden_0_n1,hidden_0_n2,hidden_0_n3,hidden_0_n4,hidden_0_n5,hidden_0_n6,hidden_0_n7,hidden_0_n8,hidden_0_n9,hidden_0_n10,hidden_0_n11,hidden_0_n12,hidden_0_n13,hidden_0_n14,hidden_0_n15,hidden_0_n16,hidden_0_n17,hidden_0_n18,hidden_0_n19,hidden_0_n20,hidden_0_n21,hidden_0_n22,hidden_0_n23,hidden_0_n24,hidden_0_n25,hidden_0_n26,hidden_0_n27,hidden_0_n28,hidden_0_n29,hidden_0_n30,hidden_0_n31,hidden_0_n32,hidden_0_n33,hidden_0_n34,hidden_0_n35,hidden_0_n36,hidden_0_n37,hidden_0_n38,hidden_0_n39,hidden_0_n40,hidden_0_n41,hidden_0_n42,hidden_0_n43,hidden_0_n44,hidden_0_n45,hidden_0_n46,hidden_0_n47,hidden_0_n48,hidden_0_n49,hidden_0_n50,hidden_0_n51,hidden_0_n52,hidden_0_n53,hidden_0_n54,hidden_0_n55,hidden_0_n56,hidden_0_n57,hidden_0_n58,hidden_0_n59,hidden_0_n60,hidden_0_n61,hidden_0_n62,hidden_0_n63,hidden_0_n64,hidden_0_n65,hidden_0_n66,hidden_0_n67,hidden_0_n68,hidden_0_n69,hidden_0_n70,hidden_0_n71,hidden_0_n72,hidden_0_n73,hidden_0_n74,hidden_0_n75,hidden_0_n76,hidden_0_n77,hidden_0_n78,hidden_0_n79,hidden_0_n80,hidden_0_n81,hidden_0_n82,hidden_0_n83,hidden_0_n84,hidden_0_n85,hidden_0_n86,hidden_0_n87,hidden_0_n88,hidden_0_n89,hidden_0_n90,hidden_0_n91,hidden_0_n92,hidden_0_n93,hidden_0_n94,hidden_0_n95,hidden_0_n96,hidden_0_n97,hidden_0_n98,hidden_0_n99,hidden_0_n100,hidden_0_n101,hidden_0_n102,hidden_0_n103,hidden_0_n104,hidden_0_n105,hidden_0_n106,hidden_0_n107,hidden_0_n108,hidden_0_n109,hidden_0_n110,hidden_0_n111,hidden_0_n112,hidden_0_n113,hidden_0_n114,hidden_0_n115,hidden_0_n116,hidden_0_n117,hidden_0_n118,hidden_0_n119,hidden_0_n120,hidden_0_n121,hidden_0_n122,hidden_0_n123,hidden_0_n124,hidden_0_n125,hidden_0_n126,hidden_0_n127,hidden_1_n0,hidden_1_n1,hidden_1_n2,hidden_1_n3,hidden_1_n4,hidden_1_n5,hidden_1_n6,hidden_1_n7,hidden_1_n8,hidden_1_n9,hidden_1_n10,hidden_1_n11,hidden_1_n12,hidden_1_n13,hidden_1_n14,hidden_1_n15,hidden_1_n16,hidden_1_n17,hidden_1_n18,hidden_1_n19,hidden_1_n20,hidden_1_n21,hidden_1_n22,hidden_1_n23,hidden_1_n24,hidden_1_n25,hidden_1_n26,hidden_1_n27,hidden_1_n28,hidden_1_n29,hidden_1_n30,hidden_1_n31,hidden_1_n32,hidden_1_n33,hidden_1_n34,hidden_1_n35,hidden_1_n36,hidden_1_n37,hidden_1_n38,hidden_1_n39,hidden_1_n40,hidden_1_n41,hidden_1_n42,hidden_1_n43,hidden_1_n44,hidden_1_n45,hidden_1_n46,hidden_1_n47,hidden_1_n48,hidden_1_n49,hidden_1_n50,hidden_1_n51,hidden_1_n52,hidden_1_n53,hidden_1_n54,hidden_1_n55,hidden_1_n56,hidden_1_n57,hidden_1_n58,hidden_1_n59,hidden_1_n60,hidden_1_n61,hidden_1_n62,hidden_1_n63
hidden_0_n58,0.050022278,0.2729272,0.14842907,0.39230612,0.093262665,0.99581736,0.36252347,0.31638858,0.9914001,0.37806448,1.566364,0.96152353,1.862836,0.3279918,1.0784876,1.7238044,1.0577909,1.7654481,1.0737306,0.058789406,0.34031066,0.4802743,0.31979638,0.40030968,0.74106616,0.84627426,0.640413,0.5347501,0.6298734,1.1613952,0.15159519,0.7636853,0.10969938,0.6492764,1.7890264,0.8086506,0.9844557,0.94958955,1.258243,1.329963,0.33399618,0.6272623,0.7995872,1.5181683,0.6185113,1.0324119,0.13425769,0.07511715,0.06160282,0.14022782,0.38971034,0.98929226,0.9554846,0.043287728,0.41436175,0.4590388,0.86334836,0.1829744,0.0,0.76161593,0.5827531,1.0288813,0.53506345,0.3942923,0.71386856,1.1620865,1.8411477,0.8435234,1.0262598,0.43446296,0.33409932,1.9592667,1.4623435,2.1016254,0.31158426,0.7099422,1.2700653,1.8405825,0.5551082,0.14732519,0.69703174,0.23118751,0.25163168,0.22901297,0.8602551,0.26590776,0.5140728,0.31490353,0.2512726,0.13726567,1.8589443,0.07999624,1.353659,0.81443757,0.81634235,0.9707374,0.18314497,1.1099889,0.16964045,0.3280158,0.8837386,2.4765537,0.73776007,0.7943834,0.27659667,0.37877446,0.7049886,0.3874626,1.2241874,0.0057525104,1.7029268,0.57269883,1.2122039,1.0377525,0.24393745,0.9816372,0.15489148,1.1870365,0.31510293,0.12001286,0.2512536,0.39795205,0.19877575,1.0333346,0.27844962,0.75431234,0.7383097,0.71925277,0.4863421,0.18794745,0.4126075,0.748945,1.2252158,0.013811872,2.5051494,0.47280648,0.22567633,1.29522,0.7135546,0.26399815,0.7105144,0.20649256,0.3495046,0.5355325,0.6733749,0.19119382,0.6141874,1.0779308,0.5743132,0.6413193,0.06654619,0.6460584,0.94557,0.40972602,0.963306,0.45077097,1.1187066,0.7841133,0.48370597,1.2557437,1.1664286,0.052981477,1.898278,0.0740446,1.0760547,0.3411296,0.41459927,1.0831453,1.009377,0.29955515,0.5654797,0.4513728,1.4484333,0.67935425,0.20816344,0.5524235,0.6906636,0.9616188,0.5672728,0.7909631,0.28604147,0.739353,1.4109714,0.56944036,0.099592045,0.24692084,0.11111678,0.22106366,0.24509485,0.6284664,0.44893038,1.6046728
hidden_0_n59,0.523137,0.69748664,0.8890643,0.67654085,0.42963463,0.82057005,0.12626554,0.15623963,0.54550153,0.11649245,3.11301,1.0113404,0.3778954,0.47148523,1.8288167,0.581729,0.7100158,0.7618101,0.12715945,0.15972824,0.29239538,0.3867342,1.5193969,1.2442222,0.09006136,0.75773364,1.2971171,1.007449,0.56524765,0.05756557,0.64664954,2.248325,0.61018753,1.3149318,1.6413313,0.82886,0.332557,0.41615063,1.9075356,1.3671122,1.1403011,0.2604776,0.7507288,0.08255378,0.7863527,0.7366005,0.15574098,0.071995534,0.9195567,1.7156656,0.75741357,0.28516695,0.040231735,1.618452,0.29031262,0.89576733,2.1556513,1.0024539,0.7988646,0.0,0.109902054,1.7675359,0.5130616,0.31078476,1.7922748,1.2931635,1.7005835,0.22938989,1.0023459,0.89180857,0.23922153,1.4174063,0.69365007,0.6666744,1.0049196,1.088874,1.192663,0.34966615,1.1048796,0.573416,0.9466287,0.61541736,0.15449819,0.40275794,1.7701015,0.9185644,0.29021934,0.032934245,0.42212558,0.7938327,0.9535945,0.5890475,1.4095094,0.11783857,0.7559037,0.8584361,0.29440796,2.1240118,1.0057423,0.39967903,1.1359482,0.97163683,0.5259281,1.1375837,0.40854502,0.80190784,1.6060624,0.37735274,1.2040117,0.98058474,1.1990755,0.44464666,0.54094654,0.6304906,0.30619815,1.0282682,1.674103,1.5320256,0.26817188,0.6003722,1.8857765,1.5194498,1.5984917,0.190277,0.23432468,0.039518137,0.5512157,0.7416608,0.004932889,1.3465593,0.1233286,0.7080807,2.6636875,0.27902693,1.8325299,1.9475791,0.0077591455,0.28643242,0.057207305,1.0483342,0.22908838,0.16615891,0.051533807,0.551629,0.7639741,0.7255059,0.33963215,1.176732,1.4350752,1.1643947,0.34949377,0.28029287,0.847548,0.34029716,0.43541297,0.49195856,0.17158411,0.5427753,1.7013011,0.20393981,1.0050858,0.60105634,1.2903672,0.2897817,0.29841834,0.071926296,0.100080945,1.4937011,0.92127514,0.22682434,0.5586755,0.44612384,0.1750645,0.5223298,0.26873738,0.16918667,1.2598939,0.55097604,1.0081701,0.27176753,0.19693097,0.5430244,1.3278037,1.2673327,0.34112585,0.24110638,0.7870156,0.79512495,1.1164227,1.0202914,1.993938,0.66173583
hidden_0_n60,1.2220908,1.8443393,0.031313747,1.3838712,0.8194255,0.15190352,0.66874295,1.0976058,2.3493292,0.21755998,0.3427515,1.3133038,1.4502385,2.4179368,3.2456434,0.73348886,3.0479083,0.9024663,0.4076333,0.46002358,1.2041376,0.41256493,0.6336001,1.3519052,2.1101706,1.1331471,1.7455065,1.2820082,0.64449376,1.0520271,0.7052938,0.622988,3.5532734,2.1272075,0.6918556,3.3866801,0.7550382,1.1325036,0.82435757,0.862732,0.67528975,1.7511386,0.5662004,0.5115491,1.8359653,1.33919,1.3153478,0.046926875,0.3701403,2.8820748,1.6211798,0.34232998,2.8268034,1.212522,1.1500579,0.8164736,0.7610677,0.8735845,0.15416768,0.27872786,0.0,0.12367313,0.9569592,0.3272956,1.0212817,1.1588778,1.7489643,0.32181668,2.351257,0.47281644,0.2371407,0.44502124,1.6523396,0.52985704,0.32328573,0.5972597,1.3577065,0.72219914,0.7513145,1.0058379,4.575176,3.4952347,0.53282684,0.5921315,2.6500213,0.26944482,1.8144879,1.6202288,0.8149568,0.80534047,0.93636304,2.5718486,1.2624578,0.35296953,2.8258631,0.4674786,0.34514025,0.24338837,0.8871388,0.15523738,2.7922037,0.5250198,0.19295566,0.9389205,0.8212549,1.0454081,2.6535864,0.23901106,1.1344033,1.3793083,1.5877702,0.66069794,0.31957498,2.5023541,0.7508866,0.52075875,0.8520289,1.5595708,1.1747267,0.59357876,0.88347024,0.031257246,3.8985884,0.18032058,0.5013243,0.6448596,1.8702193,0.82472867,0.40929106,0.59659386,0.47358894,0.82235694,1.7414136,0.16690738,1.3570384,4.833879,3.4818203,0.9803138,0.9870151,0.54064125,0.7195332,0.44239888,2.2147486,0.61032057,1.7952592,1.5175126,0.75806856,0.20494184,1.507843,0.25682867,0.794027,0.58785456,0.6225396,0.8098685,2.2303429,3.9211533,0.3797941,0.47573987,0.57679224,0.7203828,0.919,0.8033905,2.5966737,0.6011138,1.1941801,0.7498381,3.3549562,0.20215614,0.41344473,1.9777069,1.133853,1.6030492,1.4013437,1.1520419,2.3999612,0.7533839,0.27565312,3.0443022,0.062943995,0.85771537,0.5139882,0.099731036,0.10179453,0.94108933,1.5297706,0.38497767,1.366576,0.6074014,1.1691483,1.5029432,1.2686843,0.66515607
hidden_0_n61,0.15601149,0.9231522,0.7178376,0.45977157,0.30311805,0.007572594,0.15446824,0.30597803,0.5558216,0.21816416,0.37119967,0.1603937,0.228423,0.6449956,0.72635543,0.10675955,0.46697718,0.60081416,0.36551416,0.46436328,0.7260353,0.10919712,0.4165978,0.85048527,0.44019222,1.1003913,0.7263818,0.3289723,0.24268809,1.0069383,0.71631026,0.685179,1.8333488,0.9602483,0.9488609,1.2635137,0.14858373,0.50623274,0.14713784,0.9706908,0.42333323,0.32878643,0.6233581,1.1924304,0.60097355,0.6360859,0.8012014,0.3964778,0.05991522,0.5914475,0.6601033,0.3379874,1.4439166,0.6597921,0.6205617,1.1154993,0.20250063,0.28285366,0.13313787,0.41227505,0.048977755,0.0,0.36498734,0.36215764,0.57848036,1.0610262,0.7574147,0.15915617,0.7584972,1.2846369,0.6182813,0.36562276,0.74742174,0.43045607,0.4826199,0.42213103,0.2532182,0.9379109,0.15796335,0.31596974,0.6352883,1.3672184,0.38998362,1.2696848,1.3712232,0.38033655,0.9528662,0.10160889,0.25742036,2.1382184,1.7584568,1.7267402,0.92038965,0.31871966,0.43271393,0.29294223,0.41568112,0.9092007,2.0935197,1.4021931,0.82331276,0.97545385,0.96914274,1.1496023,0.051344126,0.098930955,0.8760247,0.5241647,0.41979972,0.5577206,0.4329908,0.13289715,0.11597857,1.4351499,0.14245091,0.4875335,1.5204382,1.3411632,0.08844571,1.0941176,0.24517724,0.4508609,2.1406207,0.10187336,0.38986874,0.063698396,0.9437754,1.0566553,0.22831266,0.40977582,0.10811281,0.08905394,2.1182208,0.19291764,1.109971,2.1095083,0.46247196,0.64677894,0.8653495,0.15651102,0.28093398,0.026835551,0.45411283,0.27088958,0.47551203,0.28507203,0.5950015,0.1555857,1.0754007,0.59519595,0.08337943,0.25431076,0.24394222,0.3076033,0.06904637,0.37988192,0.18967356,0.12693335,0.63227445,1.2359713,0.74489224,0.17083149,2.173283,0.12792917,0.15826537,0.31752732,0.7969615,0.24409781,0.47832423,0.73206794,0.016996194,0.11502512,0.14228217,0.37193754,0.22060914,0.15341789,0.5238844,0.2932539,0.20819016,0.27141297,0.16894908,0.1459437,0.11303751,0.6386755,1.0275356,0.2266014,0.15329304,0.35680282,0.42415944,0.10730236,0.7629344,0.46835807
hidden_0_n62,1.5552592,1.698778,2.055368,0.01741934,0.9043631,0.95833397,2.715528,0.7708397,1.4127473,0.5649372,1.1557884,0.78977346,0.9274965,0.6717068,0.34174266,0.050619714,0.30088836,0.53533447,0.89572024,0.16775535,0.50097823,0.16083597,2.1506367,0.40940684,0.6406492,4.2327547,0.9119684,0.35358936,0.94059086,1.5536777,0.10654915,1.2739633,0.78673863,1.1117144,1.5386508,1.6306438,0.52475077,1.2109988,1.6352373,0.29211727,3.4613478,0.18588674,0.05565945,1.1553296,0.10784249,2.0084956,0.974795,0.43002245,1.9186475,0.073146656,1.053545,0.19413337,5.307897,0.041258626,0.09892807,0.5649088,0.51462036,0.16911386,0.8877399,1.5361019,2.3392642,1.2555985,0.0,0.5936464,0.43356028,0.7295313,1.8050157,0.24664696,0.5295198,0.21571182,0.545099,1.2167088,1.8638016,1.0078115,2.7565572,2.1214576,0.030542511,0.4803403,1.4299663,0.5602778,1.0378224,1.1212015,1.2881877,1.0982878,0.94664025,0.9716666,1.244915,0.28604797,1.4840271,0.33988756,0.23295948,1.1308497,0.6182943,0.31238383,1.6112311,1.5114249,0.8603925,0.83557755,1.4838667,2.0754032,0.94994646,3.612408,0.33365145,1.3306057,1.3430653,0.2872515,2.4473047,1.4890671,0.10791487,1.3385127,0.061258934,0.24189183,1.3968835,4.15348,1.2474897,0.5573348,0.5508603,0.6927094,1.5677999,0.761054,0.89263743,1.5020566,1.088196,0.71884364,1.1077458,1.2763859,0.07014711,0.7464518,0.277115,0.2715076,0.05755845,0.85884094,0.66825837,1.9632874,1.7169832,1.1090598,0.2817824,1.4379717,1.9473664,0.16023043,0.41334513,0.57663536,1.3189735,0.16928829,0.59970456,0.57819366,3.0715027,0.9950394,1.1743562,0.73628813,0.8682505,1.9882344,1.3674217,0.27712503,0.6917911,1.4083143,0.8929987,1.159222,0.12579302,0.3283437,0.38907403,0.7812198,0.7919103,1.1430892,1.58498,0.7525685,0.18872514,1.8944137,1.707799,1.2127154,0.31655452,0.41342506,0.13775739,1.412158,0.53515154,1.0932839,0.94674194,1.2338734,1.2841896,0.4914582,1.4099053,2.129896,0.70631653,0.58849156,1.0147369,0.08180566,1.2540417,0.4441612,1.8730388,1.3073697,1.1967231,0.060112838
hidden_0_n63,0.5152414,0.20265035,1.0123552,0.16594239,0.24715394,0.87553525,0.23791751,0.99300283,1.1240383,1.5229099,1.8257773,0.48564085,0.5602418,0.25451276,0.47807896,0.6207976,0.35790554,0.657411,0.75871396,0.23104545,1.622454,1.1255499,0.43982804,0.36407992,0.22570652,4.4109616,0.80781156,1.5452965,0.66581494,0.5484727,0.094691835,0.83207893,0.2027198,0.059407,0.67512375,1.3063924,0.3407114,1.5866101,0.72053844,1.0869356,0.75805765,0.365192,0.34372032,1.2329304,0.7778771,0.6530539,0.6291978,0.27686158,0.28847355,0.989964,0.114505604,0.43382743,0.051967595,1.6061145,0.29103565,0.149325,1.4741968,0.233154,1.1617908,0.22124918,0.38115212,0.8510428,0.907813,0.0,0.19971932,0.49482098,2.0911477,0.64205396,0.94057035,0.33067217,0.6403883,0.4830863,2.5526276,0.8304666,0.35161418,1.0444204,1.2619141,0.7173694,0.3284852,0.07313482,1.2509392,0.63938665,0.7461013,0.6958812,0.26868907,0.65341556,0.94933975,0.39142105,0.41295746,1.0382321,0.6875842,0.3380434,0.3047929,0.952493,0.6177703,0.8186125,0.09202531,1.289136,1.2980427,1.1547492,0.72466886,0.66702104,0.25534537,0.51266724,1.3795977,1.1088295,0.7378631,0.5720412,2.3536808,0.033043224,1.0662339,2.6360867,0.15925944,1.3525262,0.4357747,1.256229,0.0998545,1.0847589,0.1736982,0.76092136,0.43503034,0.2246687,0.7575313,1.5990634,0.21795994,0.3205868,0.11370964,2.0338025,1.9459049,0.6259224,1.2469993,3.5035996,1.1692427,0.351497,1.0289553,0.70059365,0.8688501,0.31542054,0.38827482,2.071291,0.5694846,0.3408171,0.032293446,0.09167906,0.5662451,0.36114085,0.4334481,2.272216,0.86354107,0.63307863,0.22510001,0.49185973,0.41910195,1.0900489,0.3878026,0.52526647,2.2356207,1.1349556,0.85624236,0.26107636,0.9510124,0.081492975,1.6336173,0.26174337,0.6298048,0.14345801,0.568967,2.6809738,1.661426,0.41607276,0.389039,0.9286658,1.1625931,0.68845046,1.5138501,0.26550764,1.7410538,0.68782705,2.2356234,0.9492086,1.1635988,2.3185554,0.37075454,0.7685809,0.7500023,0.61842644,0.5868732,0.3689873,0.5921068,0.8270216,1.3235871,0.81840926
hidden_0_n64,1.4252703,1.5628483,1.603975,2.442941,0.13684945,1.2244096,0.24320585,0.9752735,0.80946535,0.18632941,0.37103006,1.5975556,0.13813064,2.7224362,0.99586326,0.43342915,0.46668333,0.39363265,1.3070472,2.5846136,0.6650742,0.7083445,0.94181955,0.97418624,0.3070868,0.9397282,0.50633144,0.7286147,0.18302241,0.20786515,1.7451713,3.2801824,0.8125701,1.2768626,0.7648423,0.6929596,0.8981951,0.85368574,0.10509152,0.6665325,1.332424,0.5628294,0.55041325,0.44600895,0.88608617,1.7213525,0.30815354,0.44113287,1.7829293,1.636132,0.8240303,0.14128901,0.8925502,3.451474,1.3339989,3.204998,1.1903807,0.68149805,0.07883051,0.39047506,0.25139266,0.19962226,1.3428465,1.619497,0.0,0.7238591,0.9731206,0.8400583,1.6735339,1.7740952,1.11874,0.3177539,1.4846231,0.6584655,1.0405532,0.39789903,1.2357578,0.49061292,0.8394558,1.6714454,0.29432523,0.5772869,0.5438893,1.9102592,1.861652,0.13214958,2.963834,0.3017461,0.82551646,0.80078554,0.7182214,0.27861005,0.13104625,0.69554263,0.4118274,0.39175835,0.5272993,0.35009345,0.24539413,1.0595208,1.7431297,1.0827538,0.2303169,0.65203923,0.7589356,0.6927186,0.22461973,0.518108,1.9512649,1.3522415,0.9810246,0.39575666,0.26083362,4.557088,0.53052586,1.3325019,1.7232869,0.6126348,1.4163922,0.9954839,0.66093063,0.19035052,0.8135167,0.764955,0.5520295,0.031373292,1.5414926,0.5735094,0.4756378,0.43431163,0.37394527,1.8162549,2.6324463,1.790596,0.46472025,1.9791124,0.074312,1.1616114,0.20801282,1.779924,0.02533521,0.15411144,0.6382977,1.4884634,1.2628815,1.1095892,0.18012908,0.5668171,0.6102657,0.60348386,1.133596,0.38668802,1.4181097,1.3993956,0.8723938,1.492698,1.488098,0.41264558,0.6305463,0.10421819,1.9720294,1.3674122,1.8013113,0.17836028,0.57958055,0.35605973,0.34063202,1.8020266,2.0366337,0.086348794,0.5911986,0.47695553,0.30013204,1.065517,0.5687584,0.08860828,1.4455777,1.4175566,1.791685,0.22200145,2.3250206,2.6802797,0.7046095,1.2178845,0.59642786,0.5972938,1.176887,0.22555836,1.229077,0.62678564,1.0376039,0.2553385
hidden_0_n65,0.91564983,0.66424984,0.39959,1.0838765,0.37777004,0.007235933,0.30288452,0.57937855,1.3965807,0.49439418,0.69683915,0.48260346,0.34279215,0.83993566,0.17540772,0.67744786,1.4319545,0.20510994,0.5580123,1.3819318,0.8287994,1.9960707,0.41076717,0.31564835,0.6818156,0.34413582,0.10450588,0.99149674,0.38284707,0.038392656,0.5826897,0.41146666,0.93267787,1.1372145,0.6827067,0.29134715,0.916445,0.542276,1.3696756,0.08211526,0.10099673,0.22563511,0.4071793,2.0640311,0.56739765,0.028568845,0.6902616,1.1040999,0.14893027,1.2038959,0.775202,0.4259189,2.463722,0.99064124,0.19595997,3.7891116,0.5177108,0.08387266,0.7764723,1.6382321,1.3408732,2.4290469,0.37742433,0.03529146,0.36122507,0.0,0.6835778,0.46606416,0.8277484,1.4795227,1.0290283,0.89031285,2.5378225,2.6316202,0.017043974,0.35449547,1.4102379,0.7297101,0.27778658,0.42110756,0.65300775,0.9109002,0.8337883,0.67848164,0.26521808,0.3995643,1.0581456,0.11030004,1.3923842,0.2946139,0.6017946,0.6707378,1.6104294,0.37419817,0.46080437,0.48685056,1.0828314,0.8594892,2.360672,0.41147804,1.731027,0.652445,0.8001881,0.08419893,0.50143707,0.14544146,0.58263254,0.572351,0.89677906,0.30954552,1.5449669,0.19395097,1.3995179,1.6801604,0.47028375,0.6137095,0.33466265,0.8641341,1.6268642,0.5016813,0.6897262,0.63949704,0.9533551,0.2010097,1.1205463,0.27168378,1.9398079,0.6635019,0.42544734,0.60962886,0.36116558,0.27827716,0.5794404,0.18146032,0.68239766,0.32343504,0.075062335,2.1396081,0.47688487,0.57259923,1.2298267,0.45638376,0.13135618,0.23142904,0.34807765,1.8987294,0.4721519,0.83530915,0.69176304,0.93327135,0.05894921,0.3000396,0.10287547,0.8847156,1.1050781,0.98640144,1.7398444,0.14809316,0.7292315,1.9027594,1.3817564,0.5202548,0.45174953,1.691264,0.29802048,0.110175446,1.1707934,2.1771657,1.0105995,0.2657945,0.6223135,1.3435639,0.8476003,0.52886164,0.5599748,0.38867626,1.2723972,1.5233704,1.6709696,0.33007374,1.4476342,1.1691041,0.8494338,1.0264943,0.16234824,0.09861413,0.19836392,0.45754868,1.0095865,0.6378066,0.977382,1.558136
hidden_0_n66,0.5059458,0.972426,1.169365,0.80237675,0.5267819,1.1468495,1.1976938,0.44199294,0.54077756,0.116571695,0.6552261,1.232709,0.5320608,0.3975046,1.574185,0.901599,0.50841385,0.8326602,1.4185823,2.212253,0.20308283,0.8133391,0.5789385,0.96108764,0.4367477,1.225192,0.2215662,1.4410748,1.0833528,0.32692352,1.3097752,0.69949204,1.9769708,1.0931742,2.0950363,1.5539632,1.6071113,1.6689721,2.6914618,0.1079347,0.33732882,0.3439478,1.0359747,1.6332719,0.9242019,1.0199033,0.48618403,0.9186405,1.0345873,0.16396421,1.0806073,1.6398832,0.5322772,0.6874641,1.0089566,0.22166334,0.49426845,0.28505072,0.46679616,1.4267346,0.39402342,1.4927365,1.2591459,0.9631182,1.1838244,0.9575564,0.0,0.21217498,1.2113707,1.9517721,2.1256423,0.94918597,1.1781827,0.2643352,1.6955007,0.11537127,1.2164943,1.2110027,0.843317,0.7026479,0.081304796,1.0367979,0.44383696,2.6099672,1.6423539,0.5019164,3.1025183,1.3529298,0.9055618,2.0921056,1.0716251,0.3174771,2.1227744,0.98470455,0.31646273,0.18896922,0.7495315,2.2346327,0.84202725,1.3475914,0.3451567,0.1915572,1.0186692,1.6685019,0.7521684,0.5105584,0.22683893,0.98734087,0.6871588,0.427068,0.299722,0.5302525,1.057897,1.5098678,0.17833214,1.4163575,2.6430457,0.42932975,0.5812767,0.4707787,0.36779085,0.52913177,0.3635964,1.1350602,0.2560264,0.38225192,0.061745092,0.8819112,2.0120947,0.7780784,0.96958256,0.92574626,0.6113774,1.1574236,0.77181923,0.60118866,0.56975466,1.3781601,0.29026178,0.3674289,0.052591506,0.360016,0.25973615,1.0781893,1.4624915,0.13575259,1.1483641,0.5819074,0.7164064,1.0477173,1.115353,1.1660898,2.4774816,0.5723641,0.3667336,0.1715991,1.0432309,0.6716887,0.962812,0.55824256,1.0201592,0.7123982,0.7339633,1.5523901,0.443918,0.45340332,0.28841275,1.0635462,1.8141656,0.1863899,1.4418519,0.86138994,0.5398351,0.5460241,0.3131741,0.30339682,0.5283225,0.11134032,1.2188032,0.4289361,1.6217597,2.6893818,0.74089354,0.8428534,0.35977525,0.25996226,0.11537005,0.572895,0.512644,0.7220965,0.4832143,0.44428718
hidden_0_n67,0.710387,1.1724916,1.6847968,0.12977189,0.49977085,0.6950753,0.51658,0.6275347,0.44101968,0.084882565,0.93744457,0.034916535,0.5962203,0.34784377,1.6700706,0.29752225,0.69989276,0.33821785,0.40260136,0.120047785,0.35270956,2.468326,0.3191531,0.40820926,0.20345636,0.64989334,0.11162059,1.0782973,0.1907777,0.42057088,0.7249728,0.37261978,0.16180222,0.17966005,0.09040031,0.6400226,0.20770498,0.33425343,0.5288312,1.8270363,0.38358098,0.2721482,1.014118,1.9461255,1.5397589,0.49469244,0.4066905,0.17882937,0.20856759,0.100612886,0.8159363,0.62768227,0.34167433,0.7113211,1.5738899,0.8594546,0.044503808,1.0600832,0.9854771,1.1120933,0.13226844,0.70137405,0.1851215,1.0923405,0.94271815,0.9653231,0.029376378,0.0,0.49187392,0.39994776,1.2067379,0.47081015,0.24301426,0.17073007,1.1498771,2.130577,0.23424932,0.28173673,0.3808278,0.8094483,0.52457726,0.16083163,0.5373585,0.22615716,0.067474686,0.09520615,1.3023299,0.5702366,0.30989182,1.7109531,0.96133095,0.34709254,2.8537211,0.74186856,0.31404686,0.7471244,1.7848841,0.17899418,0.5319068,0.62109685,0.032008797,0.25690836,0.15314142,0.03609015,1.1382174,0.5610135,1.2611614,0.71426857,0.27881834,2.1852856,1.4075451,0.5732242,0.1452771,1.4301362,0.46326357,0.9710642,1.1914185,0.8842751,2.071138,0.34407273,0.18565574,0.091520205,0.64298016,0.33109286,0.84679705,0.12424576,0.6112797,1.4665853,0.95123404,0.07984645,0.8901166,0.5156645,0.3668812,0.6068157,0.2680559,0.8236483,0.83857673,0.5020908,0.1543266,0.18069868,0.77926093,0.48384795,0.28032228,0.9950352,0.68479943,0.45810091,1.344523,1.0730226,0.16617812,1.0416361,0.4300709,0.10683588,0.42599598,0.17310861,0.594766,0.8523161,0.34190497,0.7978966,0.20742399,0.22759649,0.11052463,0.44448254,1.8838229,1.3398268,0.74051255,0.0909492,1.2530588,1.012802,0.8077609,1.2044514,0.9404454,0.46649387,2.0041673,0.14637637,1.2016588,0.4995609,1.0368302,0.35480198,0.634825,0.48029056,1.1075233,0.75758463,0.69489706,0.005038038,0.91459674,0.26719972,0.461459,0.15029213,0.12600452,0.07948124,0.49641177,0.06123722
